"Activity" "Measurement" "mean" "std_dev"
"LAYING" "fBodyAccJerk_max_Z" -0.982016069897119 0.0245384550280317
"LAYING" "fBodyAccJerk_maxInds_X" -0.295493827160494 0.306449229356006
"LAYING" "fBodyAccJerk_maxInds_Y" -0.295061728395062 0.299844351965063
"LAYING" "fBodyAccJerk_maxInds_Z" -0.221604938271605 0.279110225647568
"LAYING" "fBodyAccJerk_mean_X" -0.980197655180041 0.0275919685974283
"LAYING" "fBodyAccJerk_mean_Y" -0.971383628894033 0.0463519335332169
"LAYING" "fBodyAccJerk_mean_Z" -0.976614530180041 0.0333782618518044
"LAYING" "fBodyAccJerk_meanFreq_X" 0.105178707989746 0.19078781982423
"LAYING" "fBodyAccJerk_meanFreq_Y" 0.00485365387352315 0.231648102083666
"LAYING" "fBodyAccJerk_meanFreq_Z" 0.0699619900375761 0.19883150233058
"LAYING" "fBodyAccJerk_min_X" -0.989977844279835 0.0140783419285294
"LAYING" "fBodyAccJerk_min_Y" -0.984050243729424 0.0243615814950111
"LAYING" "fBodyAccJerk_min_Z" -0.98047451377572 0.0258361451050703
"LAYING" "fBodyAccJerk_skewness_X" -0.445285999142232 0.184163187950541
"LAYING" "fBodyAccJerk_skewness_Y" -0.492687337283436 0.141044719152872
"LAYING" "fBodyAccJerk_skewness_Z" -0.554343123420782 0.16379473933047
"LAYING" "fBodyAccJerk_sma" -0.974576192283951 0.0394175306656347
"LAYING" "fBodyAccJerk_std_X" -0.982459599243827 0.0239478731285193
"LAYING" "fBodyAccJerk_std_Y" -0.973051242896091 0.0436736533995757
"LAYING" "fBodyAccJerk_std_Z" -0.980971915740741 0.0267927503462443
"LAYING" "fBodyAccMag_energy" -0.982587411111111 0.101769362707387
"LAYING" "fBodyAccMag_entropy" -0.78834719850108 0.257692350325962
"LAYING" "fBodyAccMag_iqr" -0.971907617247942 0.0529956708872591
"LAYING" "fBodyAccMag_kurtosis" -0.511824622288117 0.427930134517657
"LAYING" "fBodyAccMag_mad" -0.940735688003601 0.139101314691692
"LAYING" "fBodyAccMag_max" -0.94200247117856 0.157074017229388
"LAYING" "fBodyAccMag_maxInds" -0.856712075490741 0.273622473382777
"LAYING" "fBodyAccMag_mean" -0.94767271172428 0.122610523409727
"LAYING" "fBodyAccMag_meanFreq" 0.116228984859398 0.340554499123956
"LAYING" "fBodyAccMag_min" -0.959378143903189 0.145509111192749
"LAYING" "fBodyAccMag_skewness" -0.252903829468961 0.429993611362633
"LAYING" "fBodyAccMag_sma" -0.94767271172428 0.122610523409727
"LAYING" "fBodyAccMag_std" -0.934916672889661 0.166222944777483
"LAYING" "fBodyBodyAccJerkMag_energy" -0.998303858966049 0.00928954987716929
"LAYING" "fBodyBodyAccJerkMag_entropy" -0.926224642865741 0.164216835665111
"LAYING" "fBodyBodyAccJerkMag_iqr" -0.977104922083333 0.0339635829184243
"LAYING" "fBodyBodyAccJerkMag_kurtosis" -0.759298779838426 0.259666056289843
"LAYING" "fBodyBodyAccJerkMag_mad" -0.971263241589506 0.0469565198104347
"LAYING" "fBodyBodyAccJerkMag_max" -0.976903104958848 0.0452312397388152
"LAYING" "fBodyBodyAccJerkMag_maxInds" -0.863936246938272 0.243057568747132
"LAYING" "fBodyBodyAccJerkMag_mean" -0.974300115365226 0.0443920726175783
"LAYING" "fBodyBodyAccJerkMag_meanFreq" 0.281115014821636 0.266220869826301
"LAYING" "fBodyBodyAccJerkMag_min" -0.978554750859054 0.0269687087290678
"LAYING" "fBodyBodyAccJerkMag_skewness" -0.474776701225051 0.303843680157344
"LAYING" "fBodyBodyAccJerkMag_sma" -0.974300115365226 0.0443920726175783
"LAYING" "fBodyBodyAccJerkMag_std" -0.97318339962963 0.0493263383966189
"LAYING" "fBodyBodyGyroJerkMag_energy" -0.99885613470679 0.00579667682263235
"LAYING" "fBodyBodyGyroJerkMag_entropy" -0.796667155423354 0.245371272124468
"LAYING" "fBodyBodyGyroJerkMag_iqr" -0.977376596784979 0.037802108960347
"LAYING" "fBodyBodyGyroJerkMag_kurtosis" -0.658639527468107 0.287916457314355
"LAYING" "fBodyBodyGyroJerkMag_mad" -0.975525273487654 0.042502484094435
"LAYING" "fBodyBodyGyroJerkMag_max" -0.978686343729424 0.0392919872458234
"LAYING" "fBodyBodyGyroJerkMag_maxInds" -0.91024887385751 0.165786705975288
"LAYING" "fBodyBodyGyroJerkMag_mean" -0.977968240452675 0.0369417342926845
"LAYING" "fBodyBodyGyroJerkMag_meanFreq" 0.165728127309943 0.276115794001426
"LAYING" "fBodyBodyGyroJerkMag_min" -0.985401471440329 0.0244846540838319
"LAYING" "fBodyBodyGyroJerkMag_skewness" -0.342490236508633 0.319763327252676
"LAYING" "fBodyBodyGyroJerkMag_sma" -0.977968240452675 0.0369417342926845
"LAYING" "fBodyBodyGyroJerkMag_std" -0.976648216795267 0.041490529929139
"LAYING" "fBodyBodyGyroMag_energy" -0.993627748091564 0.0334601309908476
"LAYING" "fBodyBodyGyroMag_entropy" -0.58688780493534 0.291783543630571
"LAYING" "fBodyBodyGyroMag_iqr" -0.964451904449589 0.059803228956743
"LAYING" "fBodyBodyGyroMag_kurtosis" -0.469403327154568 0.396335542741642
"LAYING" "fBodyBodyGyroMag_mad" -0.94621715458642 0.0895034103586943
"LAYING" "fBodyBodyGyroMag_max" -0.942021861029835 0.0901739425194657
"LAYING" "fBodyBodyGyroMag_maxInds" -0.940724913329218 0.136914775427263
"LAYING" "fBodyBodyGyroMag_mean" -0.95485445779321 0.071094694567134
"LAYING" "fBodyBodyGyroMag_meanFreq" -0.0293652946094444 0.300501840448814
"LAYING" "fBodyBodyGyroMag_min" -0.969000864143004 0.0734350901190176
"LAYING" "fBodyBodyGyroMag_skewness" -0.173171420949424 0.391830066854436
"LAYING" "fBodyBodyGyroMag_sma" -0.95485445779321 0.071094694567134
"LAYING" "fBodyBodyGyroMag_std" -0.942115714415638 0.0926315287882255
"LAYING" "fBodyGyro_bandsEnergy_1_16" -0.997526010606996 0.0176368125066585
"LAYING" "fBodyGyro_bandsEnergy_1_16_1" -0.998236023513374 0.00600983343501814
"LAYING" "fBodyGyro_bandsEnergy_1_16_2" -0.997418803251029 0.0108371673081055
"LAYING" "fBodyGyro_bandsEnergy_1_24" -0.997503543261317 0.0176156044727338
"LAYING" "fBodyGyro_bandsEnergy_1_24_1" -0.998177277078189 0.00615070703384564
"LAYING" "fBodyGyro_bandsEnergy_1_24_2" -0.997360761898148 0.0109623804825054
"LAYING" "fBodyGyro_bandsEnergy_1_8" -0.997647707993827 0.0165588365686024
"LAYING" "fBodyGyro_bandsEnergy_1_8_1" -0.997881685200617 0.00735117242881437
"LAYING" "fBodyGyro_bandsEnergy_1_8_2" -0.997509242175926 0.0106924080643736
"LAYING" "fBodyGyro_bandsEnergy_17_24" -0.998805745823045 0.00821895840442433
"LAYING" "fBodyGyro_bandsEnergy_17_24_1" -0.999613456486625 0.00184502037538507
"LAYING" "fBodyGyro_bandsEnergy_17_24_2" -0.999464019382716 0.00211547611235819
"LAYING" "fBodyGyro_bandsEnergy_17_32" -0.998651584866255 0.00880272750786588
"LAYING" "fBodyGyro_bandsEnergy_17_32_1" -0.999533384356996 0.00202970081839552
"LAYING" "fBodyGyro_bandsEnergy_17_32_2" -0.999305935509259 0.0025616709915806
"LAYING" "fBodyGyro_bandsEnergy_25_32" -0.999044378873457 0.00629817519343855
"LAYING" "fBodyGyro_bandsEnergy_25_32_1" -0.999652298215021 0.0011886963013736
"LAYING" "fBodyGyro_bandsEnergy_25_32_2" -0.9996165368107 0.00131262216253756
"LAYING" "fBodyGyro_bandsEnergy_25_48" -0.998867916975309 0.0081326447643176
"LAYING" "fBodyGyro_bandsEnergy_25_48_1" -0.999618870900206 0.00127819962130383
"LAYING" "fBodyGyro_bandsEnergy_25_48_2" -0.999528654943416 0.00154358149420595
"LAYING" "fBodyGyro_bandsEnergy_33_40" -0.9986627025 0.0119081009450021
"LAYING" "fBodyGyro_bandsEnergy_33_40_1" -0.999706614778807 0.00108954282624922
"LAYING" "fBodyGyro_bandsEnergy_33_40_2" -0.99945855563786 0.00182540646626195
"LAYING" "fBodyGyro_bandsEnergy_33_48" -0.998465931167695 0.0134961653440878
"LAYING" "fBodyGyro_bandsEnergy_33_48_1" -0.999630133029835 0.00137216455537948
"LAYING" "fBodyGyro_bandsEnergy_33_48_2" -0.999327169886831 0.00223029770079652
"LAYING" "fBodyGyro_bandsEnergy_41_48" -0.998506288955761 0.0132879897487201
"LAYING" "fBodyGyro_bandsEnergy_41_48_1" -0.999346784691358 0.00272262497803685
"LAYING" "fBodyGyro_bandsEnergy_41_48_2" -0.998956393919753 0.0034162665040402
"LAYING" "fBodyGyro_bandsEnergy_49_56" -0.998453637777778 0.0162496294084311
"LAYING" "fBodyGyro_bandsEnergy_49_56_1" -0.999039523065844 0.00395086998360888
"LAYING" "fBodyGyro_bandsEnergy_49_56_2" -0.997971197947531 0.00720012611496074
"LAYING" "fBodyGyro_bandsEnergy_49_64" -0.998474493909465 0.0173403866605308
"LAYING" "fBodyGyro_bandsEnergy_49_64_1" -0.998997814192387 0.00415746258788457
"LAYING" "fBodyGyro_bandsEnergy_49_64_2" -0.997955368492798 0.00733977536624607
"LAYING" "fBodyGyro_bandsEnergy_57_64" -0.998500742839506 0.018777819709146
"LAYING" "fBodyGyro_bandsEnergy_57_64_1" -0.999244868266461 0.00362546151274485
"LAYING" "fBodyGyro_bandsEnergy_57_64_2" -0.997934294722222 0.00765140583446489
"LAYING" "fBodyGyro_bandsEnergy_9_16" -0.998219096347737 0.0162311258511665
"LAYING" "fBodyGyro_bandsEnergy_9_16_1" -0.999479596373457 0.00242452464676198
"LAYING" "fBodyGyro_bandsEnergy_9_16_2" -0.999362642623457 0.00351250078007063
"LAYING" "fBodyGyro_energy_X" -0.99746639212963 0.0177686377684943
"LAYING" "fBodyGyro_energy_Y" -0.998294149902263 0.00568454416482133
"LAYING" "fBodyGyro_energy_Z" -0.997307000396091 0.0110756534572407
"LAYING" "fBodyGyro_entropy_X" -0.625619201848971 0.290639379720323
"LAYING" "fBodyGyro_entropy_Y" -0.551755999718287 0.287418452933414
"LAYING" "fBodyGyro_entropy_Z" -0.709566532651286 0.269119772125299
"LAYING" "fBodyGyro_iqr_X" -0.97205930868267 0.0558130420134267
"LAYING" "fBodyGyro_iqr_Y" -0.974439514259259 0.0383910652012412
"LAYING" "fBodyGyro_iqr_Z" -0.977299863539095 0.0365723645969935
"LAYING" "fBodyGyro_kurtosis_X" -0.434407040109311 0.424209841084156
"LAYING" "fBodyGyro_kurtosis_Y" -0.411895835827562 0.464838204648035
"LAYING" "fBodyGyro_kurtosis_Z" -0.522405229876991 0.384649848464315
"LAYING" "fBodyGyro_mad_X" -0.965178226856481 0.0722112684723346
"LAYING" "fBodyGyro_mad_Y" -0.968181199603909 0.0413094900505339
"LAYING" "fBodyGyro_mad_Z" -0.965557844202675 0.0573054954712911
"LAYING" "fBodyGyro_max_X" -0.969729384341564 0.0551062712993455
"LAYING" "fBodyGyro_max_Y" -0.966037466800411 0.0352767158139125
"LAYING" "fBodyGyro_max_Z" -0.971674685205761 0.0488852536345088
"LAYING" "fBodyGyro_maxInds_X" -0.868484224729424 0.232841699713401
"LAYING" "fBodyGyro_maxInds_Y" -0.871697862498457 0.291890027427892
"LAYING" "fBodyGyro_maxInds_Z" -0.846743294766975 0.253180457148817
"LAYING" "fBodyGyro_mean_X" -0.962915035776389 0.0725445707483768
"LAYING" "fBodyGyro_mean_Y" -0.967582058544239 0.0420743923108685
"LAYING" "fBodyGyro_mean_Z" -0.964184423173868 0.0578560656776684
"LAYING" "fBodyGyro_meanFreq_X" -0.0174605087394012 0.269896285715385
"LAYING" "fBodyGyro_meanFreq_Y" -0.139337310710561 0.309760252710906
"LAYING" "fBodyGyro_meanFreq_Z" 0.11328010251823 0.257268954558548
"LAYING" "fBodyGyro_min_X" -0.986833847988683 0.0448202983047598
"LAYING" "fBodyGyro_min_Y" -0.984085857083333 0.0289639771760612
"LAYING" "fBodyGyro_min_Z" -0.974910282484568 0.0542774169309658
"LAYING" "fBodyGyro_skewness_X" -0.143009578077958 0.395268664825493
"LAYING" "fBodyGyro_skewness_Y" -0.0871061285011394 0.422592885419711
"LAYING" "fBodyGyro_skewness_Z" -0.228917603076389 0.37555417186214
"LAYING" "fBodyGyro_sma" -0.963987797469136 0.0548060148704203
"LAYING" "fBodyGyro_std_X" -0.96974730340535 0.0595043573622463
"LAYING" "fBodyGyro_std_Y" -0.961365374902263 0.044207917958639
"LAYING" "fBodyGyro_std_Z" -0.966725247165638 0.0568849804544108
"LAYING" "tBodyAcc_arCoeff_X_1" -0.0138422207028862 0.211966154268584
"LAYING" "tBodyAcc_arCoeff_X_2" -0.00457789145380967 0.18040496397098
"LAYING" "tBodyAcc_arCoeff_X_3" 0.00776615883574846 0.209743295076115
"LAYING" "tBodyAcc_arCoeff_X_4" 0.0489017432268107 0.240342539329004
"LAYING" "tBodyAcc_arCoeff_Y_1" 0.179417600391728 0.225988525878128
"LAYING" "tBodyAcc_arCoeff_Y_2" -0.100994231692454 0.162544682089625
"LAYING" "tBodyAcc_arCoeff_Y_3" 0.197546532662346 0.182703089205319
"LAYING" "tBodyAcc_arCoeff_Y_4" 0.00582650621574691 0.242785737200731
"LAYING" "tBodyAcc_arCoeff_Z_1" 0.216346467882135 0.220359031090257
"LAYING" "tBodyAcc_arCoeff_Z_2" -0.0871037919611831 0.153685700414619
"LAYING" "tBodyAcc_arCoeff_Z_3" 0.112131383713174 0.202315118570493
"LAYING" "tBodyAcc_arCoeff_Z_4" -0.103243692233534 0.235787775923787
"LAYING" "tBodyAcc_correlation_X_Y" 0.0850059719257963 0.441385383290331
"LAYING" "tBodyAcc_correlation_X_Z" -0.286604892301224 0.389437858891388
"LAYING" "tBodyAcc_correlation_Y_Z" -0.246892408397027 0.3769857699253
"LAYING" "tBodyAcc_energy_X" -0.994216115483539 0.0375572545634019
"LAYING" "tBodyAcc_energy_Y" -0.988658566704938 0.092850566048833
"LAYING" "tBodyAcc_energy_Z" -0.982900743813272 0.115635031397144
"LAYING" "tBodyAcc_entropy_X" -0.35490813859001 0.338146501857161
"LAYING" "tBodyAcc_entropy_Y" -0.530031921365586 0.251514294105207
"LAYING" "tBodyAcc_entropy_Z" -0.459350368647639 0.23538184182702
"LAYING" "tBodyAcc_iqr_X" -0.967827199331276 0.0655330610633067
"LAYING" "tBodyAcc_iqr_Y" -0.954820940411523 0.1210719318548
"LAYING" "tBodyAcc_iqr_Z" -0.947829735525206 0.135820655146741
"LAYING" "tBodyAcc_mad_X" -0.963395490863169 0.073841187071206
"LAYING" "tBodyAcc_mad_Y" -0.944099148981482 0.13670676162089
"LAYING" "tBodyAcc_mad_Z" -0.947261035670268 0.128330935251236
"LAYING" "tBodyAcc_max_X" -0.911610075735597 0.0480350000985826
"LAYING" "tBodyAcc_max_Y" -0.541515486118313 0.0949846696905348
"LAYING" "tBodyAcc_max_Z" -0.788487848693004 0.104889783000473
