"","Activity","Measurement","mean","std_dev"
"35","LAYING","fBodyAcc_bandsEnergy_41_48",-0.997927276615226,0.0133563526857284
"36","LAYING","fBodyAcc_bandsEnergy_41_48_1",-0.9962193375,0.0199979426323273
"37","LAYING","fBodyAcc_bandsEnergy_41_48_2",-0.997258452968107,0.0146284049890626
"38","LAYING","fBodyAcc_bandsEnergy_49_56",-0.997906354490741,0.0141960407820001
"39","LAYING","fBodyAcc_bandsEnergy_49_56_1",-0.994317180997942,0.0387709376299538
"40","LAYING","fBodyAcc_bandsEnergy_49_56_2",-0.995610876162551,0.0284632776682555
"41","LAYING","fBodyAcc_bandsEnergy_49_64",-0.997445752381687,0.0178082809319972
"42","LAYING","fBodyAcc_bandsEnergy_49_64_1",-0.994242392217078,0.0390571653298652
"43","LAYING","fBodyAcc_bandsEnergy_49_64_2",-0.994748821105967,0.0364426073498016
"44","LAYING","fBodyAcc_bandsEnergy_57_64",-0.996532095416667,0.0250659205740211
"45","LAYING","fBodyAcc_bandsEnergy_57_64_1",-0.994576764212963,0.0393007419572605
"46","LAYING","fBodyAcc_bandsEnergy_57_64_2",-0.992829819569444,0.0553775323529151
"47","LAYING","fBodyAcc_bandsEnergy_9_16",-0.999289665102881,0.00347734118386637
"48","LAYING","fBodyAcc_bandsEnergy_9_16_1",-0.998308017165638,0.00955676327692113
"49","LAYING","fBodyAcc_bandsEnergy_9_16_2",-0.99794135906893,0.00974062075417667
"50","LAYING","fBodyAcc_energy_X",-0.996086992278807,0.0239554379981699
"51","LAYING","fBodyAcc_energy_Y",-0.989281814830247,0.0689036051918252
"52","LAYING","fBodyAcc_energy_Z",-0.990692792546811,0.0530478063833931
"53","LAYING","fBodyAcc_entropy_X",-0.784361374882757,0.233073304360633
"54","LAYING","fBodyAcc_entropy_Y",-0.807056983509362,0.244521940908329
"55","LAYING","fBodyAcc_entropy_Z",-0.758404407963673,0.226369935880852
"56","LAYING","fBodyAcc_iqr_X",-0.974393437294239,0.0410134679549006
"57","LAYING","fBodyAcc_iqr_Y",-0.973083453281893,0.0451181476523806
"58","LAYING","fBodyAcc_iqr_Z",-0.971587177247942,0.036102961689137
"59","LAYING","fBodyAcc_kurtosis_X",-0.245536835990195,0.585539313035314
"60","LAYING","fBodyAcc_kurtosis_Y",-0.506580897945211,0.529640219081213
"61","LAYING","fBodyAcc_kurtosis_Z",-0.524295839763735,0.450233819275779
"62","LAYING","fBodyAcc_mad_X",-0.965063047685185,0.0686820912515471
"63","LAYING","fBodyAcc_mad_Y",-0.953019100161008,0.103150923253066
"64","LAYING","fBodyAcc_mad_Z",-0.955573721567387,0.0945147896579119
"65","LAYING","fBodyAcc_max_X",-0.959103713073354,0.0822479860514459
"66","LAYING","fBodyAcc_max_Y",-0.947979310637346,0.132965191737526
"67","LAYING","fBodyAcc_max_Z",-0.938341626014918,0.151402117794254
"68","LAYING","fBodyAcc_maxInds_X",-0.872162485343621,0.246635385538977
"69","LAYING","fBodyAcc_maxInds_Y",-0.776508916199074,0.32924106325189
"70","LAYING","fBodyAcc_maxInds_Z",-0.838121240768519,0.316387117113079
"71","LAYING","fBodyAcc_mean_X",-0.966812071347737,0.0668227950287801
"72","LAYING","fBodyAcc_mean_Y",-0.952678416904835,0.0984647326044538
"73","LAYING","fBodyAcc_mean_Z",-0.960018019984568,0.0830500662119204
"74","LAYING","fBodyAcc_meanFreq_X",-0.259376067222388,0.279422434897439
"75","LAYING","fBodyAcc_meanFreq_Y",0.143045583957866,0.283362985597088
"76","LAYING","fBodyAcc_meanFreq_Z",0.20318696277,0.265319881812399
"77","LAYING","fBodyAcc_min_X",-0.969357778704218,0.114276418314957
"78","LAYING","fBodyAcc_min_Y",-0.97187924330607,0.104858296918849
"79","LAYING","fBodyAcc_min_Z",-0.975644422080247,0.0810448275843347
"80","LAYING","fBodyAcc_skewness_X",0.0399265958259619,0.498654778928914
"81","LAYING","fBodyAcc_skewness_Y",-0.240839529983236,0.4878832832806
"82","LAYING","fBodyAcc_skewness_Z",-0.320637661136986,0.449734179178638
"83","LAYING","fBodyAcc_sma",-0.958172391069959,0.0840056952361202
"84","LAYING","fBodyAcc_std_X",-0.959031456047479,0.0814976188107455
"85","LAYING","fBodyAcc_std_Y",-0.942460971074588,0.138458956640649
"86","LAYING","fBodyAcc_std_Z",-0.945643635450566,0.129110832633059
"87","LAYING","fBodyAccJerk_bandsEnergy_1_16",-0.99959692061214,0.00171128202368611
"88","LAYING","fBodyAccJerk_bandsEnergy_1_16_1",-0.998455382736625,0.010765745534749
"89","LAYING","fBodyAccJerk_bandsEnergy_1_16_2",-0.998148825385803,0.0099486556521708
"90","LAYING","fBodyAccJerk_bandsEnergy_1_24",-0.999411581723251,0.00252945821104045
"91","LAYING","fBodyAccJerk_bandsEnergy_1_24_1",-0.998331635570988,0.00936819149893597
"92","LAYING","fBodyAccJerk_bandsEnergy_1_24_2",-0.99870011183642,0.00554356936417983
"93","LAYING","fBodyAccJerk_bandsEnergy_1_8",-0.99970566725823,0.00147211766855202
"94","LAYING","fBodyAccJerk_bandsEnergy_1_8_1",-0.997689435216049,0.0243348986596921
"95","LAYING","fBodyAccJerk_bandsEnergy_1_8_2",-0.998500116728395,0.0115192748860415
"96","LAYING","fBodyAccJerk_bandsEnergy_17_24",-0.999295756738683,0.0032039070596775
"97","LAYING","fBodyAccJerk_bandsEnergy_17_24_1",-0.998757992505144,0.0053491266746982
"98","LAYING","fBodyAccJerk_bandsEnergy_17_24_2",-0.999240657772634,0.00251386502243294
"99","LAYING","fBodyAccJerk_bandsEnergy_17_32",-0.999085405411523,0.00408560893220027
"100","LAYING","fBodyAccJerk_bandsEnergy_17_32_1",-0.99852177744856,0.00668030259042402
"101","LAYING","fBodyAccJerk_bandsEnergy_17_32_2",-0.999383567088477,0.00199935759234927
"102","LAYING","fBodyAccJerk_bandsEnergy_25_32",-0.999167395169753,0.00399209381263446
"103","LAYING","fBodyAccJerk_bandsEnergy_25_32_1",-0.998767670174897,0.00714718306023814
"104","LAYING","fBodyAccJerk_bandsEnergy_25_32_2",-0.999472622983539,0.0015867474427185
"105","LAYING","fBodyAccJerk_bandsEnergy_25_48",-0.998979827654321,0.00429770586408613
"106","LAYING","fBodyAccJerk_bandsEnergy_25_48_1",-0.998499714022634,0.0104316513550568
"107","LAYING","fBodyAccJerk_bandsEnergy_25_48_2",-0.999376810077161,0.00190265435707205
"108","LAYING","fBodyAccJerk_bandsEnergy_33_40",-0.999461774140947,0.00199012104627103
"109","LAYING","fBodyAccJerk_bandsEnergy_33_40_1",-0.998500566800412,0.0155589705095508
"110","LAYING","fBodyAccJerk_bandsEnergy_33_40_2",-0.999384679382716,0.00186280877464804
"111","LAYING","fBodyAccJerk_bandsEnergy_33_48",-0.999378686949588,0.00227448145612713
"112","LAYING","fBodyAccJerk_bandsEnergy_33_48_1",-0.998059208960905,0.0162755865578093
"113","LAYING","fBodyAccJerk_bandsEnergy_33_48_2",-0.999162313549383,0.00281727610919177
"114","LAYING","fBodyAccJerk_bandsEnergy_41_48",-0.999335280771605,0.00247333553009408
"115","LAYING","fBodyAccJerk_bandsEnergy_41_48_1",-0.99820105686214,0.00927467393355177
"116","LAYING","fBodyAccJerk_bandsEnergy_41_48_2",-0.998758917093621,0.00502605671754181
"117","LAYING","fBodyAccJerk_bandsEnergy_49_56",-0.999555414501029,0.00215714039488372
"118","LAYING","fBodyAccJerk_bandsEnergy_49_56_1",-0.998156528194444,0.0198574898755344
"119","LAYING","fBodyAccJerk_bandsEnergy_49_56_2",-0.998087615015432,0.0128640817625448
"120","LAYING","fBodyAccJerk_bandsEnergy_49_64",-0.999539889727366,0.00222070712065333
"121","LAYING","fBodyAccJerk_bandsEnergy_49_64_1",-0.99833504649177,0.0174545850910433
"122","LAYING","fBodyAccJerk_bandsEnergy_49_64_2",-0.998099284022634,0.0123973736555043
"123","LAYING","fBodyAccJerk_bandsEnergy_57_64",-0.999879694115226,0.000954526820021867
"124","LAYING","fBodyAccJerk_bandsEnergy_57_64_1",-0.999539873302469,0.00234008228817956
"125","LAYING","fBodyAccJerk_bandsEnergy_57_64_2",-0.999242309562757,0.00640659974698789
"126","LAYING","fBodyAccJerk_bandsEnergy_9_16",-0.999574204382716,0.00195250410401692
"127","LAYING","fBodyAccJerk_bandsEnergy_9_16_1",-0.998889192484568,0.00651088054614048
"128","LAYING","fBodyAccJerk_bandsEnergy_9_16_2",-0.998419973868313,0.00750642777646809
"129","LAYING","fBodyAccJerk_energy_X",-0.999311794783951,0.0028233951361302
"130","LAYING","fBodyAccJerk_energy_Y",-0.998233764773663,0.0106530498747374
"131","LAYING","fBodyAccJerk_energy_Z",-0.999044953034979,0.0037590752193706
"132","LAYING","fBodyAccJerk_entropy_X",-0.933584416930556,0.155126154163631
"133","LAYING","fBodyAccJerk_entropy_Y",-0.924263985115895,0.178379462706523
"134","LAYING","fBodyAccJerk_entropy_Z",-0.918101501026698,0.165678099693652
"135","LAYING","fBodyAccJerk_iqr_X",-0.977639529691358,0.0303843610458147
"136","LAYING","fBodyAccJerk_iqr_Y",-0.977806778503086,0.0352064444845206
"137","LAYING","fBodyAccJerk_iqr_Z",-0.976639419583333,0.0286544959597438
"138","LAYING","fBodyAccJerk_kurtosis_X",-0.796412045542181,0.141341194612254
"139","LAYING","fBodyAccJerk_kurtosis_Y",-0.875929379490741,0.0885984424243164
"140","LAYING","fBodyAccJerk_kurtosis_Z",-0.853484045160648,0.122352985502035
"141","LAYING","fBodyAccJerk_mad_X",-0.977779475128601,0.0304081277573363
"142","LAYING","fBodyAccJerk_mad_Y",-0.973146539274691,0.0436270263018685
"143","LAYING","fBodyAccJerk_mad_Z",-0.979130625421811,0.0288599642236576
"144","LAYING","fBodyAccJerk_max_X",-0.986431764259259,0.0174954198371831
"145","LAYING","fBodyAccJerk_max_Y",-0.97762250837963,0.0351312385951415
"146","LAYING","fBodyAccJerk_max_Z",-0.982016069897119,0.0245384550280317
"147","LAYING","fBodyAccJerk_maxInds_X",-0.295493827160494,0.306449229356006
"148","LAYING","fBodyAccJerk_maxInds_Y",-0.295061728395062,0.299844351965063
"149","LAYING","fBodyAccJerk_maxInds_Z",-0.221604938271605,0.279110225647568
"150","LAYING","fBodyAccJerk_mean_X",-0.980197655180041,0.0275919685974283
"151","LAYING","fBodyAccJerk_mean_Y",-0.971383628894033,0.0463519335332169
"152","LAYING","fBodyAccJerk_mean_Z",-0.976614530180041,0.0333782618518044
"153","LAYING","fBodyAccJerk_meanFreq_X",0.105178707989746,0.19078781982423
"154","LAYING","fBodyAccJerk_meanFreq_Y",0.00485365387352315,0.231648102083666
"155","LAYING","fBodyAccJerk_meanFreq_Z",0.0699619900375761,0.19883150233058
"156","LAYING","fBodyAccJerk_min_X",-0.989977844279835,0.0140783419285294
"157","LAYING","fBodyAccJerk_min_Y",-0.984050243729424,0.0243615814950111
"158","LAYING","fBodyAccJerk_min_Z",-0.98047451377572,0.0258361451050703
"159","LAYING","fBodyAccJerk_skewness_X",-0.445285999142232,0.184163187950541
"160","LAYING","fBodyAccJerk_skewness_Y",-0.492687337283436,0.141044719152872
"161","LAYING","fBodyAccJerk_skewness_Z",-0.554343123420782,0.16379473933047
"162","LAYING","fBodyAccJerk_sma",-0.974576192283951,0.0394175306656347
"163","LAYING","fBodyAccJerk_std_X",-0.982459599243827,0.0239478731285193
"164","LAYING","fBodyAccJerk_std_Y",-0.973051242896091,0.0436736533995757
"165","LAYING","fBodyAccJerk_std_Z",-0.980971915740741,0.0267927503462443
"166","LAYING","fBodyAccMag_energy",-0.982587411111111,0.101769362707387
"167","LAYING","fBodyAccMag_entropy",-0.78834719850108,0.257692350325962
"168","LAYING","fBodyAccMag_iqr",-0.971907617247942,0.0529956708872591
"169","LAYING","fBodyAccMag_kurtosis",-0.511824622288117,0.427930134517657
"170","LAYING","fBodyAccMag_mad",-0.940735688003601,0.139101314691692
"171","LAYING","fBodyAccMag_max",-0.94200247117856,0.157074017229388
"172","LAYING","fBodyAccMag_maxInds",-0.856712075490741,0.273622473382777
"173","LAYING","fBodyAccMag_mean",-0.94767271172428,0.122610523409727
"174","LAYING","fBodyAccMag_meanFreq",0.116228984859398,0.340554499123956
"175","LAYING","fBodyAccMag_min",-0.959378143903189,0.145509111192749
"176","LAYING","fBodyAccMag_skewness",-0.252903829468961,0.429993611362633
"177","LAYING","fBodyAccMag_sma",-0.94767271172428,0.122610523409727
"178","LAYING","fBodyAccMag_std",-0.934916672889661,0.166222944777483
"179","LAYING","fBodyBodyAccJerkMag_energy",-0.998303858966049,0.00928954987716929
"180","LAYING","fBodyBodyAccJerkMag_entropy",-0.926224642865741,0.164216835665111
"181","LAYING","fBodyBodyAccJerkMag_iqr",-0.977104922083333,0.0339635829184243
"182","LAYING","fBodyBodyAccJerkMag_kurtosis",-0.759298779838426,0.259666056289843
"183","LAYING","fBodyBodyAccJerkMag_mad",-0.971263241589506,0.0469565198104347
"184","LAYING","fBodyBodyAccJerkMag_max",-0.976903104958848,0.0452312397388152
"185","LAYING","fBodyBodyAccJerkMag_maxInds",-0.863936246938272,0.243057568747132
"186","LAYING","fBodyBodyAccJerkMag_mean",-0.974300115365226,0.0443920726175783
"187","LAYING","fBodyBodyAccJerkMag_meanFreq",0.281115014821636,0.266220869826301
"188","LAYING","fBodyBodyAccJerkMag_min",-0.978554750859054,0.0269687087290678
"189","LAYING","fBodyBodyAccJerkMag_skewness",-0.474776701225051,0.303843680157344
"190","LAYING","fBodyBodyAccJerkMag_sma",-0.974300115365226,0.0443920726175783
"191","LAYING","fBodyBodyAccJerkMag_std",-0.97318339962963,0.0493263383966189
"192","LAYING","fBodyBodyGyroJerkMag_energy",-0.99885613470679,0.00579667682263235
"193","LAYING","fBodyBodyGyroJerkMag_entropy",-0.796667155423354,0.245371272124468
"194","LAYING","fBodyBodyGyroJerkMag_iqr",-0.977376596784979,0.037802108960347
"195","LAYING","fBodyBodyGyroJerkMag_kurtosis",-0.658639527468107,0.287916457314355
"196","LAYING","fBodyBodyGyroJerkMag_mad",-0.975525273487654,0.042502484094435
"197","LAYING","fBodyBodyGyroJerkMag_max",-0.978686343729424,0.0392919872458234
"198","LAYING","fBodyBodyGyroJerkMag_maxInds",-0.91024887385751,0.165786705975288
"199","LAYING","fBodyBodyGyroJerkMag_mean",-0.977968240452675,0.0369417342926845
"200","LAYING","fBodyBodyGyroJerkMag_meanFreq",0.165728127309943,0.276115794001426
"201","LAYING","fBodyBodyGyroJerkMag_min",-0.985401471440329,0.0244846540838319
"202","LAYING","fBodyBodyGyroJerkMag_skewness",-0.342490236508633,0.319763327252676
"203","LAYING","fBodyBodyGyroJerkMag_sma",-0.977968240452675,0.0369417342926845
"204","LAYING","fBodyBodyGyroJerkMag_std",-0.976648216795267,0.041490529929139
"205","LAYING","fBodyBodyGyroMag_energy",-0.993627748091564,0.0334601309908476
"206","LAYING","fBodyBodyGyroMag_entropy",-0.58688780493534,0.291783543630571
"207","LAYING","fBodyBodyGyroMag_iqr",-0.964451904449589,0.059803228956743
"208","LAYING","fBodyBodyGyroMag_kurtosis",-0.469403327154568,0.396335542741642
"209","LAYING","fBodyBodyGyroMag_mad",-0.94621715458642,0.0895034103586943
"210","LAYING","fBodyBodyGyroMag_max",-0.942021861029835,0.0901739425194657
"211","LAYING","fBodyBodyGyroMag_maxInds",-0.940724913329218,0.136914775427263
"212","LAYING","fBodyBodyGyroMag_mean",-0.95485445779321,0.071094694567134
"213","LAYING","fBodyBodyGyroMag_meanFreq",-0.0293652946094444,0.300501840448814
"214","LAYING","fBodyBodyGyroMag_min",-0.969000864143004,0.0734350901190176
"215","LAYING","fBodyBodyGyroMag_skewness",-0.173171420949424,0.391830066854436
"216","LAYING","fBodyBodyGyroMag_sma",-0.95485445779321,0.071094694567134
"217","LAYING","fBodyBodyGyroMag_std",-0.942115714415638,0.0926315287882255
"218","LAYING","fBodyGyro_bandsEnergy_1_16",-0.997526010606996,0.0176368125066585
"219","LAYING","fBodyGyro_bandsEnergy_1_16_1",-0.998236023513374,0.00600983343501814
"220","LAYING","fBodyGyro_bandsEnergy_1_16_2",-0.997418803251029,0.0108371673081055
"221","LAYING","fBodyGyro_bandsEnergy_1_24",-0.997503543261317,0.0176156044727338
"222","LAYING","fBodyGyro_bandsEnergy_1_24_1",-0.998177277078189,0.00615070703384564
"223","LAYING","fBodyGyro_bandsEnergy_1_24_2",-0.997360761898148,0.0109623804825054
"224","LAYING","fBodyGyro_bandsEnergy_1_8",-0.997647707993827,0.0165588365686024
"225","LAYING","fBodyGyro_bandsEnergy_1_8_1",-0.997881685200617,0.00735117242881437
"226","LAYING","fBodyGyro_bandsEnergy_1_8_2",-0.997509242175926,0.0106924080643736
"227","LAYING","fBodyGyro_bandsEnergy_17_24",-0.998805745823045,0.00821895840442433
"228","LAYING","fBodyGyro_bandsEnergy_17_24_1",-0.999613456486625,0.00184502037538507
"229","LAYING","fBodyGyro_bandsEnergy_17_24_2",-0.999464019382716,0.00211547611235819
"230","LAYING","fBodyGyro_bandsEnergy_17_32",-0.998651584866255,0.00880272750786588
"231","LAYING","fBodyGyro_bandsEnergy_17_32_1",-0.999533384356996,0.00202970081839552
"232","LAYING","fBodyGyro_bandsEnergy_17_32_2",-0.999305935509259,0.0025616709915806
"233","LAYING","fBodyGyro_bandsEnergy_25_32",-0.999044378873457,0.00629817519343855
"234","LAYING","fBodyGyro_bandsEnergy_25_32_1",-0.999652298215021,0.0011886963013736
"235","LAYING","fBodyGyro_bandsEnergy_25_32_2",-0.9996165368107,0.00131262216253756
"236","LAYING","fBodyGyro_bandsEnergy_25_48",-0.998867916975309,0.0081326447643176
"237","LAYING","fBodyGyro_bandsEnergy_25_48_1",-0.999618870900206,0.00127819962130383
"238","LAYING","fBodyGyro_bandsEnergy_25_48_2",-0.999528654943416,0.00154358149420595
"239","LAYING","fBodyGyro_bandsEnergy_33_40",-0.9986627025,0.0119081009450021
"240","LAYING","fBodyGyro_bandsEnergy_33_40_1",-0.999706614778807,0.00108954282624922
"241","LAYING","fBodyGyro_bandsEnergy_33_40_2",-0.99945855563786,0.00182540646626195
"242","LAYING","fBodyGyro_bandsEnergy_33_48",-0.998465931167695,0.0134961653440878
"243","LAYING","fBodyGyro_bandsEnergy_33_48_1",-0.999630133029835,0.00137216455537948
"244","LAYING","fBodyGyro_bandsEnergy_33_48_2",-0.999327169886831,0.00223029770079652
"245","LAYING","fBodyGyro_bandsEnergy_41_48",-0.998506288955761,0.0132879897487201
"246","LAYING","fBodyGyro_bandsEnergy_41_48_1",-0.999346784691358,0.00272262497803685
"247","LAYING","fBodyGyro_bandsEnergy_41_48_2",-0.998956393919753,0.0034162665040402
"248","LAYING","fBodyGyro_bandsEnergy_49_56",-0.998453637777778,0.0162496294084311
"249","LAYING","fBodyGyro_bandsEnergy_49_56_1",-0.999039523065844,0.00395086998360888
"250","LAYING","fBodyGyro_bandsEnergy_49_56_2",-0.997971197947531,0.00720012611496074
"251","LAYING","fBodyGyro_bandsEnergy_49_64",-0.998474493909465,0.0173403866605308
"252","LAYING","fBodyGyro_bandsEnergy_49_64_1",-0.998997814192387,0.00415746258788457
"253","LAYING","fBodyGyro_bandsEnergy_49_64_2",-0.997955368492798,0.00733977536624607
"254","LAYING","fBodyGyro_bandsEnergy_57_64",-0.998500742839506,0.018777819709146
"255","LAYING","fBodyGyro_bandsEnergy_57_64_1",-0.999244868266461,0.00362546151274485
"256","LAYING","fBodyGyro_bandsEnergy_57_64_2",-0.997934294722222,0.00765140583446489
"257","LAYING","fBodyGyro_bandsEnergy_9_16",-0.998219096347737,0.0162311258511665
"258","LAYING","fBodyGyro_bandsEnergy_9_16_1",-0.999479596373457,0.00242452464676198
"259","LAYING","fBodyGyro_bandsEnergy_9_16_2",-0.999362642623457,0.00351250078007063
"260","LAYING","fBodyGyro_energy_X",-0.99746639212963,0.0177686377684943
"261","LAYING","fBodyGyro_energy_Y",-0.998294149902263,0.00568454416482133
"262","LAYING","fBodyGyro_energy_Z",-0.997307000396091,0.0110756534572407
"263","LAYING","fBodyGyro_entropy_X",-0.625619201848971,0.290639379720323
"264","LAYING","fBodyGyro_entropy_Y",-0.551755999718287,0.287418452933414
"265","LAYING","fBodyGyro_entropy_Z",-0.709566532651286,0.269119772125299
"266","LAYING","fBodyGyro_iqr_X",-0.97205930868267,0.0558130420134267
"267","LAYING","fBodyGyro_iqr_Y",-0.974439514259259,0.0383910652012412
"268","LAYING","fBodyGyro_iqr_Z",-0.977299863539095,0.0365723645969935
"269","LAYING","fBodyGyro_kurtosis_X",-0.434407040109311,0.424209841084156
"270","LAYING","fBodyGyro_kurtosis_Y",-0.411895835827562,0.464838204648035
"271","LAYING","fBodyGyro_kurtosis_Z",-0.522405229876991,0.384649848464315
"272","LAYING","fBodyGyro_mad_X",-0.965178226856481,0.0722112684723346
"273","LAYING","fBodyGyro_mad_Y",-0.968181199603909,0.0413094900505339
"274","LAYING","fBodyGyro_mad_Z",-0.965557844202675,0.0573054954712911
"275","LAYING","fBodyGyro_max_X",-0.969729384341564,0.0551062712993455
"276","LAYING","fBodyGyro_max_Y",-0.966037466800411,0.0352767158139125
"277","LAYING","fBodyGyro_max_Z",-0.971674685205761,0.0488852536345088
"278","LAYING","fBodyGyro_maxInds_X",-0.868484224729424,0.232841699713401
"279","LAYING","fBodyGyro_maxInds_Y",-0.871697862498457,0.291890027427892
"280","LAYING","fBodyGyro_maxInds_Z",-0.846743294766975,0.253180457148817
"281","LAYING","fBodyGyro_mean_X",-0.962915035776389,0.0725445707483768
"282","LAYING","fBodyGyro_mean_Y",-0.967582058544239,0.0420743923108685
"283","LAYING","fBodyGyro_mean_Z",-0.964184423173868,0.0578560656776684
"284","LAYING","fBodyGyro_meanFreq_X",-0.0174605087394012,0.269896285715385
"285","LAYING","fBodyGyro_meanFreq_Y",-0.139337310710561,0.309760252710906
"286","LAYING","fBodyGyro_meanFreq_Z",0.11328010251823,0.257268954558548
"287","LAYING","fBodyGyro_min_X",-0.986833847988683,0.0448202983047598
"288","LAYING","fBodyGyro_min_Y",-0.984085857083333,0.0289639771760612
"289","LAYING","fBodyGyro_min_Z",-0.974910282484568,0.0542774169309658
"290","LAYING","fBodyGyro_skewness_X",-0.143009578077958,0.395268664825493
"291","LAYING","fBodyGyro_skewness_Y",-0.0871061285011394,0.422592885419711
"292","LAYING","fBodyGyro_skewness_Z",-0.228917603076389,0.37555417186214
"293","LAYING","fBodyGyro_sma",-0.963987797469136,0.0548060148704203
"294","LAYING","fBodyGyro_std_X",-0.96974730340535,0.0595043573622463
"295","LAYING","fBodyGyro_std_Y",-0.961365374902263,0.044207917958639
"296","LAYING","fBodyGyro_std_Z",-0.966725247165638,0.0568849804544108
"297","LAYING","tBodyAcc_arCoeff_X_1",-0.0138422207028862,0.211966154268584
"298","LAYING","tBodyAcc_arCoeff_X_2",-0.00457789145380967,0.18040496397098
"299","LAYING","tBodyAcc_arCoeff_X_3",0.00776615883574846,0.209743295076115
"300","LAYING","tBodyAcc_arCoeff_X_4",0.0489017432268107,0.240342539329004
"301","LAYING","tBodyAcc_arCoeff_Y_1",0.179417600391728,0.225988525878128
"302","LAYING","tBodyAcc_arCoeff_Y_2",-0.100994231692454,0.162544682089625
"303","LAYING","tBodyAcc_arCoeff_Y_3",0.197546532662346,0.182703089205319
"304","LAYING","tBodyAcc_arCoeff_Y_4",0.00582650621574691,0.242785737200731
"305","LAYING","tBodyAcc_arCoeff_Z_1",0.216346467882135,0.220359031090257
"306","LAYING","tBodyAcc_arCoeff_Z_2",-0.0871037919611831,0.153685700414619
"307","LAYING","tBodyAcc_arCoeff_Z_3",0.112131383713174,0.202315118570493
"308","LAYING","tBodyAcc_arCoeff_Z_4",-0.103243692233534,0.235787775923787
"309","LAYING","tBodyAcc_correlation_X_Y",0.0850059719257963,0.441385383290331
"310","LAYING","tBodyAcc_correlation_X_Z",-0.286604892301224,0.389437858891388
"311","LAYING","tBodyAcc_correlation_Y_Z",-0.246892408397027,0.3769857699253
"312","LAYING","tBodyAcc_energy_X",-0.994216115483539,0.0375572545634019
"313","LAYING","tBodyAcc_energy_Y",-0.988658566704938,0.092850566048833
"314","LAYING","tBodyAcc_energy_Z",-0.982900743813272,0.115635031397144
"315","LAYING","tBodyAcc_entropy_X",-0.35490813859001,0.338146501857161
"316","LAYING","tBodyAcc_entropy_Y",-0.530031921365586,0.251514294105207
"317","LAYING","tBodyAcc_entropy_Z",-0.459350368647639,0.23538184182702
"318","LAYING","tBodyAcc_iqr_X",-0.967827199331276,0.0655330610633067
